,region_name,region_type,year,crime_viol_rt,hh_inc_med_adj,hh_u18_pct,pop_65p_pct,pop_num
883,Soundview/Parkchester,Sub-Borough Area,2003,,,,,
884,Soundview/Parkchester,Sub-Borough Area,2004,,,,,
885,Soundview/Parkchester,Sub-Borough Area,2005,,"$41,980",41.6%,9.5%,178944
886,Soundview/Parkchester,Sub-Borough Area,2005-2009,,,,,
887,Soundview/Parkchester,Sub-Borough Area,2006,,"$52,440",38.4%,9.9%,"180,396"
888,Soundview/Parkchester,Sub-Borough Area,2006-2010,,,,,
889,Soundview/Parkchester,Sub-Borough Area,2007,,"$49,430",39.8%,11.7%,"166,492"
890,Soundview/Parkchester,Sub-Borough Area,2007-2011,,,,,
891,Soundview/Parkchester,Sub-Borough Area,2008,,"$56,890",39.4%,11.0%,"183,514"
892,Soundview/Parkchester,Sub-Borough Area,2008-2012,,,,,
893,Soundview/Parkchester,Sub-Borough Area,2009,,"$47,540",41.5%,10.7%,"182,737"
894,Soundview/Parkchester,Sub-Borough Area,2009-2013,,,,,
895,Soundview/Parkchester,Sub-Borough Area,2010,,"$54,520",44.7%,10.1%,"182,977"
896,Soundview/Parkchester,Sub-Borough Area,2010-2014,,,,,
897,Soundview/Parkchester,Sub-Borough Area,2011,,"$48,340",42.0%,10.5%,"182,740"
898,Soundview/Parkchester,Sub-Borough Area,2011-2015,,,,,
899,Soundview/Parkchester,Sub-Borough Area,2012,,"$44,700",38.7%,11.1%,"179,541"
900,Soundview/Parkchester,Sub-Borough Area,2012-2016,,,,,
901,Soundview/Parkchester,Sub-Borough Area,2013,,"$42,110",34.8%,13.6%,"191,175"
902,Soundview/Parkchester,Sub-Borough Area,2013-2017,,,,,
903,Soundview/Parkchester,Sub-Borough Area,2014,,"$46,310",35.6%,11.1%,"190,126"
904,Soundview/Parkchester,Sub-Borough Area,2014-2018,,,,,
905,Soundview/Parkchester,Sub-Borough Area,2015,,"$47,190",37.5%,12.9%,"178,301"
906,Soundview/Parkchester,Sub-Borough Area,2015-2019,,,,,
907,Soundview/Parkchester,Sub-Borough Area,2016,,"$47,530",38.5%,11.0%,"193,240"
908,Soundview/Parkchester,Sub-Borough Area,2016-2020,,,,,
909,Soundview/Parkchester,Sub-Borough Area,2017,,"$49,790",39.6%,13.9%,"187,975"
910,Soundview/Parkchester,Sub-Borough Area,2017-2021,,,,,
911,Soundview/Parkchester,Sub-Borough Area,2018,,"$53,100",35.4%,13.1%,"182,874"
912,Soundview/Parkchester,Sub-Borough Area,2018-2022,,,,,
913,Soundview/Parkchester,Sub-Borough Area,2019,,"$52,840",30.9%,14.8%,178339
914,Soundview/Parkchester,Sub-Borough Area,2019-2023,,,,,
915,Soundview/Parkchester,Sub-Borough Area,2020,,,,,
916,Soundview/Parkchester,Sub-Borough Area,2021,,"$44,960",32.1%,17.0%,"177,815"
917,Soundview/Parkchester,Sub-Borough Area,2022,,"$50,540",32.6%,15.9%,184743
918,Soundview/Parkchester,Sub-Borough Area,2023,,"$47,330",35.4%,14.5%,"181,257"
919,Soundview/Parkchester,Sub-Borough Area,2024,,,,,
920,Throgs Neck/Co-op City,Sub-Borough Area,2000,,"$83,270",29.4%,18.5%,"111,661"
921,Throgs Neck/Co-op City,Sub-Borough Area,2001,,,,,
922,Throgs Neck/Co-op City,Sub-Borough Area,2002,,,,,
923,Throgs Neck/Co-op City,Sub-Borough Area,2003,,,,,
924,Throgs Neck/Co-op City,Sub-Borough Area,2004,,,,,
925,Throgs Neck/Co-op City,Sub-Borough Area,2005,,"$54,450",30.4%,19.7%,98174
926,Throgs Neck/Co-op City,Sub-Borough Area,2005-2009,,,,,
927,Throgs Neck/Co-op City,Sub-Borough Area,2006,,"$78,410",24.8%,19.9%,114081
928,Throgs Neck/Co-op City,Sub-Borough Area,2006-2010,,,,,
929,Throgs Neck/Co-op City,Sub-Borough Area,2007,,"$77,890",30.7%,18.9%,123302
930,Throgs Neck/Co-op City,Sub-Borough Area,2007-2011,,,,,
931,Throgs Neck/Co-op City,Sub-Borough Area,2008,,"$82,850",27.4%,17.3%,116692
932,Throgs Neck/Co-op City,Sub-Borough Area,2008-2012,,,,,
933,Throgs Neck/Co-op City,Sub-Borough Area,2009,,"$65,500",28.8%,19.1%,114885
934,Throgs Neck/Co-op City,Sub-Borough Area,2009-2013,,,,,
935,Throgs Neck/Co-op City,Sub-Borough Area,2010,,"$65,530",24.9%,21.3%,109482
936,Throgs Neck/Co-op City,Sub-Borough Area,2010-2014,,,,,
937,Throgs Neck/Co-op City,Sub-Borough Area,2011,,"$72,090",29.9%,18.4%,"122,886"
938,Throgs Neck/Co-op City,Sub-Borough Area,2011-2015,,,,,
939,Throgs Neck/Co-op City,Sub-Borough Area,2012,,"$67,920",26.6%,18.6%,"119,950"
940,Throgs Neck/Co-op City,Sub-Borough Area,2012-2016,,,,,
941,Throgs Neck/Co-op City,Sub-Borough Area,2013,,"$72,950",30.1%,17.2%,122671
942,Throgs Neck/Co-op City,Sub-Borough Area,2013-2017,,,,,
943,Throgs Neck/Co-op City,Sub-Borough Area,2014,,"$70,590",31.0%,19.8%,121209
944,Throgs Neck/Co-op City,Sub-Borough Area,2014-2018,,,,,
945,Throgs Neck/Co-op City,Sub-Borough Area,2015,,"$65,240",24.0%,20.5%,"116,042"
946,Throgs Neck/Co-op City,Sub-Borough Area,2015-2019,,,,,
947,Throgs Neck/Co-op City,Sub-Borough Area,2016,,"$75,380",27.0%,21.0%,"111,431"
948,Throgs Neck/Co-op City,Sub-Borough Area,2016-2020,,,,,
949,Throgs Neck/Co-op City,Sub-Borough Area,2017,,"$74,080",27.7%,20.8%,"113,395"
950,Throgs Neck/Co-op City,Sub-Borough Area,2017-2021,,,,,
951,Throgs Neck/Co-op City,Sub-Borough Area,2018,,"$67,120",27.1%,20.7%,"119,071"
952,Throgs Neck/Co-op City,Sub-Borough Area,2018-2022,,,,,
953,Throgs Neck/Co-op City,Sub-Borough Area,2019,,"$73,330",21.9%,23.9%,"110,883"
954,Throgs Neck/Co-op City,Sub-Borough Area,2019-2023,,,,,
955,Throgs Neck/Co-op City,Sub-Borough Area,2020,,,,,
956,Throgs Neck/Co-op City,Sub-Borough Area,2021,,"$65,180",24.5%,21.5%,124141
957,Throgs Neck/Co-op City,Sub-Borough Area,2022,,"$66,190",27.4%,20.4%,"136,930"
958,Throgs Neck/Co-op City,Sub-Borough Area,2023,,"$73,710",25.7%,19.9%,133004
959,Throgs Neck/Co-op City,Sub-Borough Area,2024,,,,,
960,Pelham Parkway,Sub-Borough Area,2000,,"$66,090",35.7%,15.0%,119960
961,Pelham Parkway,Sub-Borough Area,2001,,,,,
962,Pelham Parkway,Sub-Borough Area,2002,,,,,
963,Pelham Parkway,Sub-Borough Area,2003,,,,,
964,Pelham Parkway,Sub-Borough Area,2004,,,,,
965,Pelham Parkway,Sub-Borough Area,2005,,"$49,800",34.7%,12.9%,"119,613"
966,Pelham Parkway,Sub-Borough Area,2005-2009,,,,,
967,Pelham Parkway,Sub-Borough Area,2006,,"$63,760",37.5%,15.4%,"121,465"
968,Pelham Parkway,Sub-Borough Area,2006-2010,,,,,
969,Pelham Parkway,Sub-Borough Area,2007,,"$65,290",38.8%,12.4%,"126,978"
970,Pelham Parkway,Sub-Borough Area,2007-2011,,,,,
971,Pelham Parkway,Sub-Borough Area,2008,,"$61,780",34.6%,13.9%,130517
972,Pelham Parkway,Sub-Borough Area,2008-2012,,,,,
973,Pelham Parkway,Sub-Borough Area,2009,,"$67,570",34.3%,15.4%,126715
974,Pelham Parkway,Sub-Borough Area,2009-2013,,,,,
975,Pelham Parkway,Sub-Borough Area,2010,,"$60,520",37.1%,13.6%,123655
976,Pelham Parkway,Sub-Borough Area,2010-2014,,,,,
977,Pelham Parkway,Sub-Borough Area,2011,,"$54,970",35.4%,14.1%,121836
978,Pelham Parkway,Sub-Borough Area,2011-2015,,,,,
979,Pelham Parkway,Sub-Borough Area,2012,,"$56,420",38.0%,13.2%,136275
980,Pelham Parkway,Sub-Borough Area,2012-2016,,,,,
981,Pelham Parkway,Sub-Borough Area,2013,,"$56,050",33.5%,15.6%,121307
982,Pelham Parkway,Sub-Borough Area,2013-2017,,,,,
983,Pelham Parkway,Sub-Borough Area,2014,,"$61,530",38.7%,12.9%,135839
984,Pelham Parkway,Sub-Borough Area,2014-2018,,,,,
985,Pelham Parkway,Sub-Borough Area,2015,,"$58,430",36.4%,12.7%,133573
986,Pelham Parkway,Sub-Borough Area,2015-2019,,,,,
987,Pelham Parkway,Sub-Borough Area,2016,,"$64,480",32.5%,15.1%,124632
988,Pelham Parkway,Sub-Borough Area,2016-2020,,,,,
989,Pelham Parkway,Sub-Borough Area,2017,,"$59,760",33.6%,17.0%,120116
990,Pelham Parkway,Sub-Borough Area,2017-2021,,,,,
991,Pelham Parkway,Sub-Borough Area,2018,,"$66,470",32.1%,15.3%,124931
992,Pelham Parkway,Sub-Borough Area,2018-2022,,,,,
993,Pelham Parkway,Sub-Borough Area,2019,,"$69,930",29.4%,15.5%,125155
994,Pelham Parkway,Sub-Borough Area,2019-2023,,,,,
995,Pelham Parkway,Sub-Borough Area,2020,,,,,
996,Pelham Parkway,Sub-Borough Area,2021,,"$65,620",33.9%,13.5%,"137,755"
997,Pelham Parkway,Sub-Borough Area,2022,,"$66,450",30.4%,15.4%,"114,874"
998,Pelham Parkway,Sub-Borough Area,2023,,"$61,110",29.0%,18.3%,"109,210"
999,Pelham Parkway,Sub-Borough Area,2024,,,,,
1000,Williamsbridge/Baychester,Sub-Borough Area,2000,,"$69,860",42.2%,11.2%,136494
1001,Williamsbridge/Baychester,Sub-Borough Area,2001,,,,,
1002,Williamsbridge/Baychester,Sub-Borough Area,2002,,,,,
1003,Williamsbridge/Baychester,Sub-Borough Area,2003,,,,,
1004,Williamsbridge/Baychester,Sub-Borough Area,2004,,,,,
1005,Williamsbridge/Baychester,Sub-Borough Area,2005,,"$49,200",44.0%,10.7%,"141,185"
1006,Williamsbridge/Baychester,Sub-Borough Area,2005-2009,,,,,
1007,Williamsbridge/Baychester,Sub-Borough Area,2006,,"$69,080",43.0%,9.7%,"147,818"
1008,Williamsbridge/Baychester,Sub-Borough Area,2006-2010,,,,,
1009,Williamsbridge/Baychester,Sub-Borough Area,2007,,"$68,450",43.4%,10.9%,"148,189"
1010,Williamsbridge/Baychester,Sub-Borough Area,2007-2011,,,,,
1011,Williamsbridge/Baychester,Sub-Borough Area,2008,,"$65,900",42.4%,13.3%,"145,525"
1012,Williamsbridge/Baychester,Sub-Borough Area,2008-2012,,,,,
1013,Williamsbridge/Baychester,Sub-Borough Area,2009,,"$65,150",39.0%,11.0%,"145,986"
1014,Williamsbridge/Baychester,Sub-Borough Area,2009-2013,,,,,
1015,Williamsbridge/Baychester,Sub-Borough Area,2010,,"$61,020",40.9%,11.8%,"137,233"
1016,Williamsbridge/Baychester,Sub-Borough Area,2010-2014,,,,,
1017,Williamsbridge/Baychester,Sub-Borough Area,2011,,"$58,330",42.3%,9.9%,"143,486"
1018,Williamsbridge/Baychester,Sub-Borough Area,2011-2015,,,,,
1019,Williamsbridge/Baychester,Sub-Borough Area,2012,,"$54,750",40.6%,12.2%,"145,754"
1020,Williamsbridge/Baychester,Sub-Borough Area,2012-2016,,,,,
1021,Williamsbridge/Baychester,Sub-Borough Area,2013,,"$59,380",38.6%,13.3%,"135,386"
1022,Williamsbridge/Baychester,Sub-Borough Area,2013-2017,,,,,
1023,Williamsbridge/Baychester,Sub-Borough Area,2014,,"$57,670",38.2%,11.6%,"134,644"
1024,Williamsbridge/Baychester,Sub-Borough Area,2014-2018,,,,,
1025,Williamsbridge/Baychester,Sub-Borough Area,2015,,"$60,890",38.6%,12.3%,"145,536"
1026,Williamsbridge/Baychester,Sub-Borough Area,2015-2019,,,,,
1027,Williamsbridge/Baychester,Sub-Borough Area,2016,,"$65,200",35.6%,13.5%,"150,691"
1028,Williamsbridge/Baychester,Sub-Borough Area,2016-2020,,,,,
1029,Williamsbridge/Baychester,Sub-Borough Area,2017,,"$73,150",35.6%,13.4%,150411
1030,Williamsbridge/Baychester,Sub-Borough Area,2017-2021,,,,,
1031,Williamsbridge/Baychester,Sub-Borough Area,2018,,"$62,610",34.3%,13.7%,135799
1032,Williamsbridge/Baychester,Sub-Borough Area,2018-2022,,,,,
1033,Williamsbridge/Baychester,Sub-Borough Area,2019,,"$72,360",35.1%,15.3%,149128
1034,Williamsbridge/Baychester,Sub-Borough Area,2019-2023,,,,,
1035,Williamsbridge/Baychester,Sub-Borough Area,2020,,,,,
1036,Williamsbridge/Baychester,Sub-Borough Area,2021,,"$70,350",32.4%,14.2%,"134,899"
1037,Williamsbridge/Baychester,Sub-Borough Area,2022,,"$65,180",33.8%,14.2%,153790
1038,Williamsbridge/Baychester,Sub-Borough Area,2023,,"$70,550",32.9%,17.5%,"156,892"
1039,Williamsbridge/Baychester,Sub-Borough Area,2024,,,,,
1040,Williamsburg/Greenpoint,Sub-Borough Area,2000,,"$50,980",35.0%,9.9%,"142,098"
1041,Williamsburg/Greenpoint,Sub-Borough Area,2001,,,,,
1042,Williamsburg/Greenpoint,Sub-Borough Area,2002,,,,,
1043,Williamsburg/Greenpoint,Sub-Borough Area,2003,,,,,
1044,Williamsburg/Greenpoint,Sub-Borough Area,2004,,,,,
1045,Williamsburg/Greenpoint,Sub-Borough Area,2005,,"$37,710",26.0%,10.2%,132287
1046,Williamsburg/Greenpoint,Sub-Borough Area,2005-2009,,,,,
1047,Williamsburg/Greenpoint,Sub-Borough Area,2006,,"$48,920",24.2%,12.5%,141513
1048,Williamsburg/Greenpoint,Sub-Borough Area,2006-2010,,,,,
1049,Williamsburg/Greenpoint,Sub-Borough Area,2007,,"$60,140",25.8%,9.5%,146456
1050,Williamsburg/Greenpoint,Sub-Borough Area,2007-2011,,,,,
1051,Williamsburg/Greenpoint,Sub-Borough Area,2008,,"$58,470",28.2%,8.7%,149665
1052,Williamsburg/Greenpoint,Sub-Borough Area,2008-2012,,,,,
1053,Williamsburg/Greenpoint,Sub-Borough Area,2009,,"$55,360",26.4%,9.6%,"139,263"
1054,Williamsburg/Greenpoint,Sub-Borough Area,2009-2013,,,,,
1055,Williamsburg/Greenpoint,Sub-Borough Area,2010,,"$58,110",25.2%,9.1%,"146,253"
1056,Williamsburg/Greenpoint,Sub-Borough Area,2010-2014,,,,,
1057,Williamsburg/Greenpoint,Sub-Borough Area,2011,,"$63,410",23.0%,7.8%,144584
1058,Williamsburg/Greenpoint,Sub-Borough Area,2011-2015,,,,,
1059,Williamsburg/Greenpoint,Sub-Borough Area,2012,,"$66,550",25.7%,8.3%,147300
1060,Williamsburg/Greenpoint,Sub-Borough Area,2012-2016,,,,,
1061,Williamsburg/Greenpoint,Sub-Borough Area,2013,,"$68,210",21.9%,9.2%,"156,086"
1062,Williamsburg/Greenpoint,Sub-Borough Area,2013-2017,,,,,
1063,Williamsburg/Greenpoint,Sub-Borough Area,2014,,"$74,250",23.6%,8.0%,"154,713"
1064,Williamsburg/Greenpoint,Sub-Borough Area,2014-2018,,,,,
1065,Williamsburg/Greenpoint,Sub-Borough Area,2015,,"$86,080",23.5%,9.8%,"167,820"
1066,Williamsburg/Greenpoint,Sub-Borough Area,2015-2019,,,,,
1067,Williamsburg/Greenpoint,Sub-Borough Area,2016,,"$88,440",22.7%,9.2%,"166,361"
1068,Williamsburg/Greenpoint,Sub-Borough Area,2016-2020,,,,,
1069,Williamsburg/Greenpoint,Sub-Borough Area,2017,,"$95,350",19.5%,11.5%,"152,002"
1070,Williamsburg/Greenpoint,Sub-Borough Area,2017-2021,,,,,
1071,Williamsburg/Greenpoint,Sub-Borough Area,2018,,"$98,510",23.9%,9.4%,"162,381"
1072,Williamsburg/Greenpoint,Sub-Borough Area,2018-2022,,,,,
1073,Williamsburg/Greenpoint,Sub-Borough Area,2019,,"$118,090",20.7%,10.3%,"151,308"
1074,Williamsburg/Greenpoint,Sub-Borough Area,2019-2023,,,,,
1075,Williamsburg/Greenpoint,Sub-Borough Area,2020,,,,,
1076,Williamsburg/Greenpoint,Sub-Borough Area,2021,,"$115,990",19.3%,8.7%,159580
1077,Williamsburg/Greenpoint,Sub-Borough Area,2022,,"$102,490",17.6%,10.1%,"186,944"
1078,Williamsburg/Greenpoint,Sub-Borough Area,2023,,"$115,720",21.6%,8.9%,191029
1079,Williamsburg/Greenpoint,Sub-Borough Area,2024,,,,,
1080,Brooklyn Heights/Fort Greene,Sub-Borough Area,2000,,"$77,600",24.7%,9.8%,115106
1081,Brooklyn Heights/Fort Greene,Sub-Borough Area,2001,,,,,
1082,Brooklyn Heights/Fort Greene,Sub-Borough Area,2002,,,,,
1083,Brooklyn Heights/Fort Greene,Sub-Borough Area,2003,,,,,
1084,Brooklyn Heights/Fort Greene,Sub-Borough Area,2004,,,,,
1085,Brooklyn Heights/Fort Greene,Sub-Borough Area,2005,,"$63,290",20.3%,10.2%,"109,811"
1086,Brooklyn Heights/Fort Greene,Sub-Borough Area,2005-2009,,,,,
1087,Brooklyn Heights/Fort Greene,Sub-Borough Area,2006,,"$83,220",22.8%,10.0%,111796
1088,Brooklyn Heights/Fort Greene,Sub-Borough Area,2006-2010,,,,,
1089,Brooklyn Heights/Fort Greene,Sub-Borough Area,2007,,"$94,320",25.4%,9.5%,116753
1090,Brooklyn Heights/Fort Greene,Sub-Borough Area,2007-2011,,,,,
1091,Brooklyn Heights/Fort Greene,Sub-Borough Area,2008,,"$88,140",20.7%,11.1%,116528
1092,Brooklyn Heights/Fort Greene,Sub-Borough Area,2008-2012,,,,,
1093,Brooklyn Heights/Fort Greene,Sub-Borough Area,2009,,"$93,360",23.1%,8.5%,121297
1094,Brooklyn Heights/Fort Greene,Sub-Borough Area,2009-2013,,,,,
1095,Brooklyn Heights/Fort Greene,Sub-Borough Area,2010,,"$99,610",23.3%,9.2%,125468
1096,Brooklyn Heights/Fort Greene,Sub-Borough Area,2010-2014,,,,,
1097,Brooklyn Heights/Fort Greene,Sub-Borough Area,2011,,"$83,710",22.1%,11.4%,118910
1098,Brooklyn Heights/Fort Greene,Sub-Borough Area,2011-2015,,,,,
1099,Brooklyn Heights/Fort Greene,Sub-Borough Area,2012,,"$100,220",24.6%,10.3%,130102
1100,Brooklyn Heights/Fort Greene,Sub-Borough Area,2012-2016,,,,,
1101,Brooklyn Heights/Fort Greene,Sub-Borough Area,2013,,"$98,950",23.8%,10.7%,130954
1102,Brooklyn Heights/Fort Greene,Sub-Borough Area,2013-2017,,,,,
1103,Brooklyn Heights/Fort Greene,Sub-Borough Area,2014,,"$108,610",23.5%,10.9%,139070
1104,Brooklyn Heights/Fort Greene,Sub-Borough Area,2014-2018,,,,,
1105,Brooklyn Heights/Fort Greene,Sub-Borough Area,2015,,"$111,150",22.7%,9.5%,134656
1106,Brooklyn Heights/Fort Greene,Sub-Borough Area,2015-2019,,,,,
1107,Brooklyn Heights/Fort Greene,Sub-Borough Area,2016,,"$110,390",22.9%,10.6%,143328
1108,Brooklyn Heights/Fort Greene,Sub-Borough Area,2016-2020,,,,,
1109,Brooklyn Heights/Fort Greene,Sub-Borough Area,2017,,"$115,210",21.4%,10.7%,135444
1110,Brooklyn Heights/Fort Greene,Sub-Borough Area,2017-2021,,,,,
1111,Brooklyn Heights/Fort Greene,Sub-Borough Area,2018,,"$132,440",24.7%,10.1%,"145,843"
1112,Brooklyn Heights/Fort Greene,Sub-Borough Area,2018-2022,,,,,
1113,Brooklyn Heights/Fort Greene,Sub-Borough Area,2019,,"$134,020",22.7%,11.8%,"133,346"
1114,Brooklyn Heights/Fort Greene,Sub-Borough Area,2019-2023,,,,,
1115,Brooklyn Heights/Fort Greene,Sub-Borough Area,2020,,,,,
1116,Brooklyn Heights/Fort Greene,Sub-Borough Area,2021,,"$137,840",17.8%,12.5%,147130
1117,Brooklyn Heights/Fort Greene,Sub-Borough Area,2022,,"$141,400",21.6%,13.2%,135987
1118,Brooklyn Heights/Fort Greene,Sub-Borough Area,2023,,"$156,870",15.3%,12.5%,125285
1119,Brooklyn Heights/Fort Greene,Sub-Borough Area,2024,,,,,
1120,Bedford Stuyvesant,Sub-Borough Area,2000,,"$43,050",45.0%,8.8%,121054
1121,Bedford Stuyvesant,Sub-Borough Area,2001,,,,,
1122,Bedford Stuyvesant,Sub-Borough Area,2002,,,,,
1123,Bedford Stuyvesant,Sub-Borough Area,2003,,,,,
1124,Bedford Stuyvesant,Sub-Borough Area,2004,,,,,
1125,Bedford Stuyvesant,Sub-Borough Area,2005,,"$38,140",44.0%,9.5%,"135,559"
1126,Bedford Stuyvesant,Sub-Borough Area,2005-2009,,,,,
1127,Bedford Stuyvesant,Sub-Borough Area,2006,,"$41,790",40.5%,9.4%,"132,087"
1128,Bedford Stuyvesant,Sub-Borough Area,2006-2010,,,,,
1129,Bedford Stuyvesant,Sub-Borough Area,2007,,"$46,180",35.1%,9.4%,"125,699"
1130,Bedford Stuyvesant,Sub-Borough Area,2007-2011,,,,,
1131,Bedford Stuyvesant,Sub-Borough Area,2008,,"$54,710",40.7%,8.4%,"141,064"
1132,Bedford Stuyvesant,Sub-Borough Area,2008-2012,,,,,
1133,Bedford Stuyvesant,Sub-Borough Area,2009,,"$42,560",37.2%,10.1%,"132,514"
1134,Bedford Stuyvesant,Sub-Borough Area,2009-2013,,,,,
1135,Bedford Stuyvesant,Sub-Borough Area,2010,,"$51,320",36.1%,10.7%,"133,302"
1136,Bedford Stuyvesant,Sub-Borough Area,2010-2014,,,,,
1137,Bedford Stuyvesant,Sub-Borough Area,2011,,"$43,620",34.3%,9.3%,"132,524"
1138,Bedford Stuyvesant,Sub-Borough Area,2011-2015,,,,,
1139,Bedford Stuyvesant,Sub-Borough Area,2012,,"$50,410",30.5%,7.6%,"136,462"
1140,Bedford Stuyvesant,Sub-Borough Area,2012-2016,,,,,
1141,Bedford Stuyvesant,Sub-Borough Area,2013,,"$48,400",37.5%,8.8%,"143,629"
1142,Bedford Stuyvesant,Sub-Borough Area,2013-2017,,,,,
1143,Bedford Stuyvesant,Sub-Borough Area,2014,,"$44,540",28.0%,10.8%,"133,235"
1144,Bedford Stuyvesant,Sub-Borough Area,2014-2018,,,,,
1145,Bedford Stuyvesant,Sub-Borough Area,2015,,"$50,720",33.4%,9.3%,150857
1146,Bedford Stuyvesant,Sub-Borough Area,2015-2019,,,,,
1147,Bedford Stuyvesant,Sub-Borough Area,2016,,"$65,270",27.3%,9.5%,148237
1148,Bedford Stuyvesant,Sub-Borough Area,2016-2020,,,,,
1149,Bedford Stuyvesant,Sub-Borough Area,2017,,"$64,610",29.2%,10.3%,142027
1150,Bedford Stuyvesant,Sub-Borough Area,2017-2021,,,,,
1151,Bedford Stuyvesant,Sub-Borough Area,2018,,"$67,170",28.3%,9.9%,155117
1152,Bedford Stuyvesant,Sub-Borough Area,2018-2022,,,,,
1153,Bedford Stuyvesant,Sub-Borough Area,2019,,"$73,510",25.9%,10.3%,144306
1154,Bedford Stuyvesant,Sub-Borough Area,2019-2023,,,,,
1155,Bedford Stuyvesant,Sub-Borough Area,2020,,,,,
1156,Bedford Stuyvesant,Sub-Borough Area,2021,,"$78,460",26.3%,9.0%,"137,061"
1157,Bedford Stuyvesant,Sub-Borough Area,2022,,"$76,640",24.3%,11.0%,166380
1158,Bedford Stuyvesant,Sub-Borough Area,2023,,"$78,040",26.9%,11.8%,"177,040"
1159,Bedford Stuyvesant,Sub-Borough Area,2024,,,,,
1160,Bushwick,Sub-Borough Area,2000,,"$43,430",53.6%,6.7%,"120,710"
1161,Bushwick,Sub-Borough Area,2001,,,,,
1162,Bushwick,Sub-Borough Area,2002,,,,,
1163,Bushwick,Sub-Borough Area,2003,,,,,
1164,Bushwick,Sub-Borough Area,2004,,,,,
1165,Bushwick,Sub-Borough Area,2005,,"$31,590",45.0%,8.9%,115583
1166,Bushwick,Sub-Borough Area,2005-2009,,,,,
1167,Bushwick,Sub-Borough Area,2006,,"$42,180",42.8%,7.7%,123871
1168,Bushwick,Sub-Borough Area,2006-2010,,,,,
1169,Bushwick,Sub-Borough Area,2007,,"$46,430",42.5%,7.1%,"129,980"
1170,Bushwick,Sub-Borough Area,2007-2011,,,,,
1171,Bushwick,Sub-Borough Area,2008,,"$51,090",43.8%,7.3%,"127,496"
1172,Bushwick,Sub-Borough Area,2008-2012,,,,,
1173,Bushwick,Sub-Borough Area,2009,,"$44,850",43.1%,7.4%,134869
1174,Bushwick,Sub-Borough Area,2009-2013,,,,,
1175,Bushwick,Sub-Borough Area,2010,,"$51,410",43.3%,7.1%,140437
1176,Bushwick,Sub-Borough Area,2010-2014,,,,,
1177,Bushwick,Sub-Borough Area,2011,,"$46,060",39.8%,7.6%,"138,763"
1178,Bushwick,Sub-Borough Area,2011-2015,,,,,
1179,Bushwick,Sub-Borough Area,2012,,"$46,350",40.2%,8.2%,"143,782"
1180,Bushwick,Sub-Borough Area,2012-2016,,,,,
1181,Bushwick,Sub-Borough Area,2013,,"$56,420",37.8%,8.8%,"145,795"
1182,Bushwick,Sub-Borough Area,2013-2017,,,,,
1183,Bushwick,Sub-Borough Area,2014,,"$51,990",32.4%,8.6%,"137,368"
1184,Bushwick,Sub-Borough Area,2014-2018,,,,,
1185,Bushwick,Sub-Borough Area,2015,,"$55,400",27.9%,8.3%,"122,010"
1186,Bushwick,Sub-Borough Area,2015-2019,,,,,
1187,Bushwick,Sub-Borough Area,2016,,"$61,460",26.4%,9.1%,"139,306"
1188,Bushwick,Sub-Borough Area,2016-2020,,,,,
1189,Bushwick,Sub-Borough Area,2017,,"$63,050",30.3%,7.4%,"140,474"
1190,Bushwick,Sub-Borough Area,2017-2021,,,,,
1191,Bushwick,Sub-Borough Area,2018,,"$65,170",23.2%,8.9%,"121,188"
1192,Bushwick,Sub-Borough Area,2018-2022,,,,,
1193,Bushwick,Sub-Borough Area,2019,,"$79,630",23.9%,9.7%,"127,550"
1194,Bushwick,Sub-Borough Area,2019-2023,,,,,
1195,Bushwick,Sub-Borough Area,2020,,,,,
1196,Bushwick,Sub-Borough Area,2021,,"$80,700",20.7%,10.6%,114694
1197,Bushwick,Sub-Borough Area,2022,,"$97,800",16.6%,10.8%,"94,423"
1198,Bushwick,Sub-Borough Area,2023,,"$81,430",12.4%,11.5%,"94,851"
1199,Bushwick,Sub-Borough Area,2024,,,,,
1200,East New York/Starrett City,Sub-Borough Area,2000,,"$51,740",50.3%,8.3%,"146,857"
1201,East New York/Starrett City,Sub-Borough Area,2001,,,,,
1202,East New York/Starrett City,Sub-Borough Area,2002,,,,,
1203,East New York/Starrett City,Sub-Borough Area,2003,,,,,
1204,East New York/Starrett City,Sub-Borough Area,2004,,,,,
1205,East New York/Starrett City,Sub-Borough Area,2005,,"$38,230",44.1%,9.5%,143543
1206,East New York/Starrett City,Sub-Borough Area,2005-2009,,,,,
1207,East New York/Starrett City,Sub-Borough Area,2006,,"$42,500",48.7%,7.9%,161064
1208,East New York/Starrett City,Sub-Borough Area,2006-2010,,,,,
1209,East New York/Starrett City,Sub-Borough Area,2007,,"$47,670",45.5%,9.9%,158711
1210,East New York/Starrett City,Sub-Borough Area,2007-2011,,,,,
1211,East New York/Starrett City,Sub-Borough Area,2008,,"$51,000",44.5%,8.5%,156855
1212,East New York/Starrett City,Sub-Borough Area,2008-2012,,,,,
1213,East New York/Starrett City,Sub-Borough Area,2009,,"$47,060",47.9%,10.1%,163813
1214,East New York/Starrett City,Sub-Borough Area,2009-2013,,,,,
1215,East New York/Starrett City,Sub-Borough Area,2010,,"$43,800",47.0%,10.6%,146614
1216,East New York/Starrett City,Sub-Borough Area,2010-2014,,,,,
1217,East New York/Starrett City,Sub-Borough Area,2011,,"$40,280",44.6%,10.4%,146530
